text,sentiment
The place was not clean and the food oh so stale!,0
"The chicken dishes are OK, the beef is like shoe leather.",0
But the service was beyond bad.,0
Tasted like dirt.,0
My sashimi was poor quality being soggy and tasteless.,0
"the food is not tasty at all, not to say its ""real traditional Hunan style"".",0
"What did bother me, was the slow service.",0
Their frozen margaritas are WAY too sugary for my taste.,0
So in a nutshell: 1) The restaraunt smells like a combination of a dirty fish market and a sewer.,0
My girlfriend's veal was very bad.,0
"Unfortunately, it was not good.",0
Bland and flavorless is a good way of describing the barely tepid meat.,0
"The chains, which I'm no fan of, beat this place easily.",0
We will not be coming back.,0
Once your food arrives it's meh.,0
Paying $7.85 for a hot dog and fries that looks like it came out of a kid's meal at the Wienerschnitzel is not my idea of a good meal.,0
"My brother in law who works at the mall ate here same day, and guess what he was sick all night too.",0
Mediocre food.,0
I'm super pissd.,0
Why are these sad little vegetables so overcooked?,0
"I had high hopes for this place since the burgers are cooked over a charcoal grill, but unfortunately the taste fell flat, way flat.",0
Not a single employee came out to see if we were OK or even needed a water refill once they finally served us our food.,0
The server was very negligent of our needs and made us feel very unwelcome... I would not suggest this place!,0
The service was terrible though.,0
"This place is overpriced, not consistent with their boba, and it really is OVERPRICED!",0
It was packed!!,0
The food was terrible.,0
It kept getting worse and worse so now I'm officially done.,0
This place should honestly be blown up.,0
But I definitely would not eat here again.,0
Do not waste your money here!,0
Awful service.,0
Won't ever go here again.,0
Food quality has been horrible.,0
For that price I can think of a few place I would have much rather gone.,0
The service here is fair at best.,0
"I do love sushi, but I found Kabuki to be over-priced, over-hip and under-services.",0
Do yourself a favor and stay away from this dish.,0
Very poor service.,0
No one at the table thought the food was above average or worth the wait that we had for it.,0
I paid the bill but did not tip because I felt the server did a terrible job.,0
I have never had such bland food which surprised me considering the article we read focused so much on their spices and flavor.,0
Food is way overpriced and portions are fucking small.,0
"for 40 bucks a head, i really expect better food.",0
I won't be back.,0
We could not believe how dirty the oysters were!,0
This place deserves no stars.,0
I would not recommend this place.,0
"To my disbelief, each dish qualified as the worst version of these foods I have ever tasted.",0
"Bad day or not, I have a very low tolerance for rude customer service people, it is your job to be nice and polite, wash dishes otherwise!!",0
I probably would not go here again.,0
"The Wife hated her meal (coconut shrimp), and our friends really did not enjoy their meals, either.",0
My fella got the huevos rancheros and they didn't look too appealing.,0
I probably won't be coming back here.,0
Worst food/service I've had in a while.,0
"Hot dishes are not hot, cold dishes are close to room temp.I watched staff prepare food with BARE HANDS, no gloves.Everything is deep fried in oil.",0
The feel of the dining room was more college cooking course than high class dining and the service was slow at best.,0
"I started this review with two stars, but I'm editing it to give it only one.",0
this is the worst sushi i have ever eat besides Costco's.,0
Weird vibe from owners.,0
There was hardly any meat.,0
I've had better bagels from the grocery store.,0
"Now the burgers aren't as good, the pizza which used to be amazing is doughy and flavorless.",0
I found a six inch long piece of wire in my salsa.,0
"The service was terrible, food was mediocre.",0
I ordered Albondigas soup - which was just warm - and tasted like tomato soup with frozen meatballs.,0
"On three different occasions I asked for well done or medium well, and all three times I got the bloodiest piece of meat on my plate.",0
I had about two bites and refused to eat anymore.,0
The service was extremely slow.,0
"After 20 minutes wait, I got a table.",0
"No allergy warnings on the menu, and the waitress had absolutely no clue as to which meals did or did not contain peanuts.",0
Pricing is a bit of a concern at Mellow Mushroom.,0
Worst Thai ever.,0
Highly unprofessional and rude to a loyal patron!,0
Spend your money elsewhere.,0
The Buffet at Bellagio was far from what I anticipated.,0
"And the drinks are WEAK, people!",0
#NAME?,0
"Also, I feel like the chips are bought, not made in house.",0
After the disappointing dinner we went elsewhere for dessert.,0
We won't be returning.,0
I seriously cannot believe that the owner has so many unexperienced employees that all are running around like chickens with their heads cut off.,0
"Very, very sad.",0
"i felt insulted and disrespected, how could you talk and judge another human being like that?",0
"How can you call yourself a steakhouse if you can't properly cook a steak, I don't understand!",0
I'm not impressed with the concept or the food.,0
The only thing I wasn't too crazy about was their guacamole as I don't like it puréed.,0
"There is really nothing for me at postinos, hope your experience is better",0
I got food poisoning here at the buffet.,0
They brought a fresh batch of fries and I was thinking yay something warm but no!,0
"What SHOULD have been a hilarious, yummy Christmas Eve dinner to remember was the biggest fail of the entire trip for us.",0
"Needless to say, I won't be going back anytime soon.",0
This place is disgusting!,0
The RI style calamari was a joke.,0
"However, there was so much garlic in the fondue, it was barely edible.",0
"I could barely stomach the meal, but didn't complain because it was a business lunch.",0
"It was so bad, I had lost the heart to finish it.",0
It also took her forever to bring us the check when we asked for it.,0
We aren't ones to make a scene at restaurants but I just don't get it...definitely lost the love after this one!,0
Disappointing experience.,0
"The food is about on par with Denny's, which is to say, not good at all.",0
"If you want to wait for mediocre food and downright terrible service, then this is the place for you.",0
WAAAAAAyyyyyyyyyy over rated is all I am saying.,0
We won't be going back.,0
The place was fairly clean but the food simply wasn't worth it.,0
This place lacked style!!,0
"The sangria was about half of a glass wine full and was $12, ridiculous.",0
Don't bother coming here.,0
"The meat was pretty dry, I had the sliced brisket and pulled pork.",0
"The building itself seems pretty neat; the bathroom is pretty trippy, but I wouldn't eat here again.",0
It was equally awful.,0
Probably not in a hurry to go back.,0
very slow at seating even with reservation.,0
Not good by any stretch of the imagination.,0
The cashew cream sauce was bland and the vegetables were undercooked.,0
"The chipolte ranch dipping sause was tasteless, seemed thin and watered down with no heat.",0
"It was a bit too sweet, not really spicy enough, and lacked flavor.",0
I was VERY disappointed!!,0
This place is horrible and way overpriced.,0
"Maybe it's just their Vegetarian fare, but I've been twice and I thought it was average at best.",0
It wasn't busy at all and now we know why.,0
The tables outside are also dirty a lot of the time and the workers are not always friendly and helpful with the menu.,0
"The ambiance here did not feel like a buffet setting, but more of a douchey indoor garden for tea and biscuits.",0
Con: spotty service.,0
"The fries were not hot, and neither was my burger.",0
But then they came back cold.,0
"Then our food came out, disappointment ensued.",0
The real disappointment was our waiter.,0
My husband said she was very rude... did not even apologize for the bad food or anything.,0
The only reason to eat here would be to fill up before a night of binge drinking just to get some carbs in your stomach.,0
"Insults, profound deuchebaggery, and had to go outside for a smoke break while serving just to solidify it.",0
If someone orders two tacos don't' you think it may be part of customer service to ask if it is combo or ala cart?,0
She was quite disappointed although some blame needs to be placed at her door.,0
After all the rave reviews I couldn't wait to eat here......what a disappointment!,0
Del Taco is pretty nasty and should be avoided if possible.,0
It's NOT hard to make a decent hamburger.,0
But I don't like it.,0
Hell no will I go back,0
We've have gotten a much better service from the pizza place next door than the services we received from this restaurant.,0
"I don't know what the big deal is about this place, but I won't be back ""ya'all"".",0
I immediately said I wanted to talk to the manager but I did not want to talk to the guy who was doing shots of fireball behind the bar.,0
The ambiance isn't much better.,0
"Unfortunately, it only set us up for disapppointment with our entrees.",0
The food wasn't good.,0
"Your servers suck, wait, correction, our server Heimer sucked.",0
What happened next was pretty....off putting.,0
"too bad cause I know it's family owned, I really wanted to like this place.",0
Overpriced for what you are getting.,0
I vomited in the bathroom mid lunch.,0
"I kept looking at the time and it had soon become 35 minutes, yet still no food.",0
"I have been to very few places to eat that under no circumstances would I ever return to, and this tops the list.",0
We started with the tuna sashimi which was brownish in color and obviously wasn't fresh.,0
Food was below average.,0
It sure does beat the nachos at the movies but I would expect a little bit more coming from a restaurant.,0
"All in all, Ha Long Bay was a bit of a flop.",0
The problem I have is that they charge $11.99 for a sandwich that is no bigger than a Subway sub (which offers better and more amount of vegetables).,0
Shrimp- When I unwrapped it (I live only 1/2 a mile from Brushfire) it was literally ice cold.,0
"It lacked flavor, seemed undercooked, and dry.",0
It really is impressive that the place hasn't closed down.,0
I would avoid this place if you are staying in the Mirage.,0
The refried beans that came with my meal were dried out and crusty and the food was bland.,0
Spend your money and time some place else.,0
A lady at the table next to us found a live green caterpillar In her salad.,0
the presentation of the food was awful.,0
I can't tell you how disappointed I was.,0
I think food should have flavor and texture and both were lacking.,0
Appetite instantly gone.,0
Overall I was not impressed and would not go back.,0
"The whole experience was underwhelming, and I think we'll just go to Ninja Sushi next time.",0
"Then, as if I hadn't wasted enough of my life there, they poured salt in the wound by drawing out the time it took to bring the check.",0
"A very, very, very slow-moving, aimless movie about a distressed, drifting young man.  ",0
"Not sure who was more lost - the flat characters or the audience, nearly half of whom walked out.  ",0
"Attempting artiness with black & white and clever camera angles, the movie disappointed - became even more ridiculous - as the acting was poor and the plot and lines almost non-existent.  ",0
Very little music or anything to speak of.  ,0
"The rest of the movie lacks art, charm, meaning... If it's about emptiness, it works I guess because it's empty.  ",0
Wasted two hours.  ,0
A bit predictable.  ,0
"It had some average acting from the main person, and it was a low budget as you clearly can see.  ",0
This short film certainly pulls no punches.  ,0
Graphics is far from the best part of the game.  ,0
Today the graphics are crap.  ,0
This was a flick doomed from its conception.  ,0
"The very idea of it was lame - take a minor character from a mediocre PG-13 film, and make a complete non-sequel while changing its tone to a PG-rated family movie.  ",0
I wasn't the least bit interested.  ,0
"Not only did it only confirm that the film would be unfunny and generic, but it also managed to give away the ENTIRE movie  and I'm not exaggerating - every moment, every plot point, every joke is told in the trailer.  ",0
But it's just not funny.  ,0
But even the talented Carrell can't save this.  ,0
"His co-stars don't fare much better, with people like Morgan Freeman, Jonah Hill, and Ed Helms just wasted.  ",0
The story itself is just predictable and lazy.  ,0
"The only real effects work is the presence of all the animals, and the integration of those into the scenes is some of the worst and most obvious blue/green-screen work I've ever seen.  ",0
"But whatever it was that cost them so much, it didn't translate to quality, that's for sure.  ",0
"On the negative, it's insipid enough to cause regret for another 2 hours of life wasted in front of the screen.  ",0
"Long, whiny and pointless.  ",0
"But I recommend waiting for their future efforts, let this one go.  ",0
I was very disappointed in the movie.  ,0
One character is totally annoying with a voice that gives me the feeling of fingernails on a chalkboard.  ,0
There is a totally unnecessary train/roller coaster scene.  ,0
There was absolutely no warmth or charm to these scenes or characters.  ,0
This movie totally grates on my nerves.  ,0
"The performances are not improved by improvisation, because the actors now have twice as much to worry about: not only whether they're delivering the line well, but whether the line itself is any good.  ",0
"And, quite honestly, often its not very good.  ",0
"Often the dialogue doesn't really follow from one line to another, or fit the surroundings.  ",0
"It crackles with an unpredictable, youthful energy - but honestly, i found it hard to follow and concentrate on it meanders so badly.  ",0
"I wouldn't say they're worth 2 hours of your time, though.  ",0
"I'm glad this pretentious piece of s*** didn't do as planned by the Dodge stratus Big Shots... It's gonna help movie makers who aren't in the very restrained ""movie business"" of Québec.  ",0
The problem was the script.  ,0
It was horrendous.  ,0
There was NOTHING believable about it at all.  ,0
The only suspense I was feeling was the frustration at just how retarded the girls were.  ,0
"Frankly, after Cotton club and Unfaithful, it was kind of embarrassing to watch Lane and Gere in this film, because it is BAD.  ",0
"The acting was bad, the dialogs were extremely shallow and insincere.  ",0
"It was too predictable, even for a chick flick.  ",0
Too politically correct.  ,0
Very disappointing.  ,0
"I love Lane, but I've never seen her in a movie this lousy.  ",0
An hour and a half I wish I could bring back.  ,0
The directing and the cinematography aren't quite as good.  ,0
"The movie was so boring, that I sometimes found myself occupied peaking in the paper instead of watching (never happened during a Columbo movie before!  ",0
"), and sometimes it was so embarrassing that I had to look away.  ",0
The directing seems too pretentious.  ,0
"The scenes with the ""oh-so-mature"" neighbour-girl are a misplace.  ",0
And generally the lines and plot is weaker than the average episode.  ,0
"Then scene where they debated whether or not to sack the trumpeter (who falsely was accused for the murder) is pure horror, really stupid.  ",0
My only problem is I thought the actor playing the villain was a low rent Michael Ironside.  ,0
"However, this didn't make up for the fact that overall, this was a tremendously boring movie.  ",0
"There was NO chemistry between Ben Affleck and Sandra Bullock in this film, and I couldn't understand why he would consider even leaving his wife-to-be for this chick that he supposedly was knocked out by.  ",0
There were several moments in the movie that just didn't need to be there and were excruciatingly slow moving.  ,0
"This was a poor remake of ""My Best Friends Wedding"".  ",0
"All in all, a great disappointment.  ",0
"I cannot believe that the actors agreed to do this ""film"".  ",0
I could not stand to even watch it for very long for fear of losing I.Q.  ,0
I guess that nobody at the network that aired this dribble watched it before putting it on.  ,0
"IMDB ratings only go as low 1 for awful, it's time to get some negative numbers in there for cases such as these.  ",0
"I saw ""Mirrormask"" last night and it was an unsatisfactory experience.  ",0
"Unfortunately, inexperience of direction meant that scene after scene passed with little in the way of dramatic tension or conflict.  ",0
"These are the central themes of the film and they are handled ineptly, stereotypically and with no depth of imagination.  ",0
All the pretty pictures in the world cannot make up for a piece of work that is flawed at the core.  ,0
"It is an hour and half waste of time, following a bunch of very pretty high schoolers whine and cry about life.  ",0
"You can't relate with them, hell you barely can understand them.  ",0
"This movie is a pure disaster, the story is stupid and the editing is the worst I have seen, it confuses you incredibly.  ",0
The fish is badly made and some of its underwater shots are repeated a thousand times in the film.  ,0
"A truly, truly bad film.  ",0
"The acting is terrible, and the writing is worse.  ",0
The only possible way this movie could be redeemed would be as MST3K fodder.  ,0
I paid too much.  ,0
It was so BORING!  ,0
No plot whatsoever!  ,0
"Again, no plot at all.  ",0
Horrible!  ,0
Worst hour and a half of my life!Oh my gosh!  ,0
I had to walk out of the theatre for a few minutes just to get some relief!  ,0
I hate movies like that.  ,0
"Yeah, the movie pretty much sucked.  ",0
THERE IS NO PLOT OR STORYLINE!!  ,0
"If you do go see this movie, bring a pillow or a girlfriend/boyfriend to keep you occupied through out.  ",0
Awful.  ,0
I don't think I've ever gone to a movie and disliked it as much.  ,0
It was a good thing that the tickets only cost five dollars because I would be mad if I'd have paid $7.50 to see this crap.  ,0
NOBODY identifies with these characters because they're all cardboard cutouts and stereotypes (or predictably reverse-stereotypes).  ,0
"This is a bad film, with bad writing, and good actors....an ugly cartoon crafted by Paul Haggis for people who can't handle anything but the bold strokes in storytelling....a picture painted with crayons.  ",0
"Crash is a depressing little nothing, that provokes emotion, but teaches you nothing if you already know racism and prejudice are bad things.  ",0
Your brain will attempt to shut-down as part of a primal impulse of self-preservation.  ,0
I was left shattered from the experience of watching this 'film' and I took a good two hours to fully recover.  ,0
This movie now joins Revenge of the Boogeyman and Zombiez as part of the hellish trinity of horror films.  ,0
I certainly do not mean this distinction in a good way.  ,0
I mean this in a terrible way.  ,0
This film has no redeeming features.  ,0
Everything is appalling.  ,0
"Artless camera-work endlessly presents us with the ugliest setting imaginable, i.e.  ",0
The story is beyond stupid.  ,0
The script iswas there a script?  ,0
The kids are annoying.  ,0
The lead man is charisma-free.  ,0
"Utterly without merit on any level, this is akin to torture.  ",0
I'll even say it again  this is torture.  ,0
Maybe there would be a reasonable explanation for this atrocity.  ,0
Not a pleasant voyage of self-discovery.  ,0
Highly unrecommended.  ,0
"If this premise sound stupid, that's because it is.  ",0
"Yes, it's that bad.  ",0
Nothing at all to recommend.  ,0
"This movie suffered because of the writing, it needed more suspense.  ",0
There were too many close ups.  ,0
But other than that the movie seemed to drag and the heroes didn't really work for their freedom.  ,0
But this movie is definitely a below average rent.  ,0
This movie is BAD.  ,0
So bad.  ,0
The film is way too long.  ,0
This is definitely one of the bad ones.  ,0
I really don't see how anyone could enjoy this movie.  ,0
I don't think I've ever seen a movie half as boring as this self-indulgent piece of junk.  ,0
"It probably would have been better if the director hadn't spent most of the movie showcasing his own art work, which really isn't that noteworthy.  ",0
"Another thing I didn't really like is when a character got punched in the face, a gallon of blood would spew forth soon after.  ",0
Ironically I mostly find his films a total waste of time to watch.  ,0
It's this pandering to the audience that sabotages most of his films.  ,0
Hence the whole story lacks a certain energy.  ,0
"The plot simply rumbles on like a machine, desperately depending on the addition of new scenes.  ",0
There are the usual Hitchcock logic flaws.  ,0
Mishima is extremely uninteresting.  ,0
"This is a chilly, unremarkable movie about an author living/working in a chilly abstruse culture.  ",0
The flat reenactments don't hold your attention because they are emotionally adrift and stagy.  ,0
"And the rest of it just sits there being awful... with soldiers singing songs about the masculinity they pledge themselves to, hairsplitting about purity, the admiration of swords, etc.  ",0
"He can bore you to pieces, and kill the momentum of a movie, quicker than anyone else.  ",0
"Schrader has made a resume full of lousy, amateurish films.  ",0
"However, I recently watched the whole thing again on DVD, and I was completely struck by how extremely stupid the storyline was - how it contained holes, inconsistencies and - frankly - a whole lot of crap - and how horrid the dancing was.  ",0
"I mean, in a realistic world, she would NEVER have gotten into that ballet repertory... The whole thing was quite pathetic.  ",0
The character developments also lacked in depth.  ,0
"Woa, talk about awful.  ",0
Do not waste your time.  ,0
It was just too horrible.  ,0
"The worst, sappiest dialogue... I could go on and on.  ",0
But what really made it unwatchable was the direction.  ,0
The poor actors.  ,0
You can't even tell if they have any talent because they not only have pathetic lines to speak but the director gave them no action.  ,0
If you check the director's filmography on this site you will see why this film didn't have a chance.  ,0
This would not even be good as a made for TV flick.  ,0
"Regrettably, the film fails.  ",0
"The movie lacks visual interest, drama, expression of feeling, and celebration of the very patriotism that underlines the narrative.  ",0
No actress has been worse used that June Allison in this movie.  ,0
"Unfortunately, this is a bad movie that is just plain bad.  ",0
"Bad script, bad direction and horrible acting make this one plain bad!  ",0
The dialogue sucked.  ,0
The cinematography-if it can be called that-sucked.  ,0
The soundtrack sucked.  ,0
The acting sucked.  ,0
The concert sequences just sucked.  ,0
"Overall, this movie was cheap trash.  ",0
"But this movie is not funny, considering the ridiculousness of it.  ",0
I came out of it feeling angry.  ,0
I'm not sure what he was trying to do with this film.  ,0
If it was to turn my good day feeling into a night of disturbing memories than I guess he succeeded.  ,0
"It was forced, like everything in this movie.  ",0
"Again, lame.  ",0
Here's where the movie really pi**ed me off.  ,0
And don't even get me started on the jerky camerawork.  ,0
When I saw it in the theater I thought I was going to be sick.  ,0
Summary: The witticisms weren't witty.  ,0
"The plot - well, I said I'd let that one go.  ",0
The acting was bad.  ,0
Really bad.  ,0
"Even Billy Bob couldn't rise above the script, which was worse.  ",0
"Camerawork - again, bad.  ",0
Rating: 1 out of 10.  ,0
I literally vomited while watching this film.  ,0
I'm translating movies for a living and this is the first movie in my 5-year working experience that I found offensive to my intelligence.  ,0
"But when someone strives for greatness and poetry, but delivers a muddled (and often ridiculous) story, a bunch of disparate scenes, pretentious dialogue... Then you get the worst kind of a movie that some other reviewer very accurately defined as ""pretentious crap"".  ",0
"To those who find this movie intelligent or even masterful, I can only say - it's your intelligence and your imagination you obviously used to try and make some sense of this pitiful attempt (it's in our human nature to try and make sense of things) .  ",0
"One more thing: I can tolerate political incorrectness very well, I'm all for artistic freedom and suspension of disbelief, but the Slavic female character was just too much.  ",0
Which has more depth and character than the man underneath it.  ,0
The Malta settings are as dry and as barren as the dialogue.  ,0
This movie is terrible.  ,0
"The hockey scenes are terrible, defensemen playing like they're 5 years old, goalies diving at shots that are 10 feet wide of the net, etc.  ",0
"For those that haven't seen it, don't waste your time!  ",0
To call this movie a drama is ridiculous!  ,0
Started watching this but didn't believe in any of the characters.  ,0
In particular the relationship between the bakery assistant and the waitress just didn't work for me at all.  ,0
It was a very superficial movie and it gave me the feeling that I was watching play rather than a film.  ,0
The characters were very 'stagey' and the storyline was a lot like a stage farce.  ,0
By the time the pyromaniac waylaid the assistant I was bored and didn't care what happened next and so I switched off.  ,0
Glad I didn't pay to see it.  ,0
Didn't laugh or even smile once.  ,0
But it wasn't anything at all just one big yawn...  ,0
" But Storm Trooper"" is not even bad enough to make it to the list of wonderfully terrible movies.  ",0
It's just lame.  ,0
The guy who said he's had better dialogue with his potted plants has it right.  ,0
Everything about this movie is stupid.  ,0
"Even if you love bad movies, do not watch this movie.  ",0
It is shameful.  ,0
"The new characters weren't all that memorable, and I found myself forgetting who was who.  ",0
I felt as though her going to Ireland did absolutely nothing whatsoever.  ,0
"It didn't make me scared, horrified, or make me sympathetic towards the characters  it was simply annoying.  ",0
The jerky camera movements were also annoying.  ,0
The plot was the same as pretty much every other cheap horror.  ,0
"There was a few pathetic attempts to give the characters some depth, but it didn't really work into the rest of the plot.  ",0
"I guess it was supposed to be clever twist, then shed some light on the situation, but it was just stupid.  ",0
"If you see it, you should probably just leave it on the shelf.  ",0
This totally UNfunny movie is so over the top and pathetic and unrealistic that throughout the whole 90 minutes of utter torture I probably looked at my watch about 70000 times!  ,0
Lucy Bell is so much higher than this crap and for her to sink this low is quite depressing.  ,0
All this movie does is make you sick watching all these slackers make excuses for their stupid actions for 90 minutes.  ,0
"God, and I can never get that 90 minutes back!  ",0
Almost all of the songs in Cover Girl are old-fashioned and not very tuneful.  ,0
The most annoying thing about 'Cover Girl' is the way in which Rita Hayworth is put up on a pedestal.  ,0
"Unfortunately, 'Cover Girl' is an example of how Hollywood used to exploit women for financial gain.  ",0
I couldn't take them seriously.  ,0
I am a fan of his ... This movie sucked really bad.  ,0
Even worse than Ticker!  ,0
& That movie was bad.  ,0
"Only like 3 or 4 buildings used, a couple of locations MAYBE, & poor hummh!  ",0
It just blew.  ,0
Now we were chosen to be tortured with this disgusting piece of blatant American propaganda.  ,0
This show is made for Americans - it is too stupid and full with hatred and clichés to be admitted elsewhere.  ,0
"Almost everyone involved must be return to school, acting is utterly predictable and bad, script is pile of garbage all round.  ",0
"I wish I could enter negative values, admins?  ",0
"The sets are so bad, they wouldn't look out of place on a Thunderbirds episode.  ",0
"The use of slow-motion needlessly repeats itself throughout the movie but is well backed up by bad acting (and bad is a kind word here), no continuity, scenes that are thrown in for no reason whatsoever, vehicles that looked like they were made from a Corn Flakes box and a directorial style that bordered on stupidity.  ",0
"Oh yeah, and the storyline was pathetic too.  ",0
I hate writing bad reviews about films - especially those in which I really like the star - but this film is so bad I don't believe for one second that anyone could have been proud of it.  ,0
I am not a filmmaker nor am I a director but I would hide my head in the sand if I'd spent whatever amount of money and time on this movie.  ,0
In short - this was a monumental waste of time and energy and I would not recommend anyone to EVER see this film.  ,0
It came free with a DVD player I bought but I still turned the thing off halfway through because I was embarrassed for Howell.  ,0
1/10 - and only because there is no setting for 0/10.  ,0
"But the acting--even that of such professionals as Drago and Debbie Rochon--was terrible, the directing worse (perhaps contributory to the former), the dialog chimp-like, and the camera work, barely tolerable.  ",0
"Yes, I am simplifying things here for the sake of brevity, for this really is at the core of the problems with this film - it has too much going on without any real, fulfilling explanation.  ",0
"But the convoluted plot just didn't convince me, and much of the film was watched with a weird, questioning glance.  ",0
"I let my girlfriend talk me into seeing this - bad idea, we both hated it.  ",0
"Bela Lugosi was totally extraneous, intoning odd lines.  ",0
"The acting was decidely wooden, though no worse than a period Universal B movie.  ",0
"Wow, what a bad film.  ",0
"Not frightening in the least, and barely comprehensible.  ",0
"The plot doesn't hang together at all, and the acting is absolutely appalling.  ",0
Not even good for camp value!  ,0
"I wasn't expecting Oscar material, but this?  ",0
You'd have to have the IQ of particularly stupid mollusk not to see that one coming.  ,0
This film (and I use that word loosely) is an insult to the movie-going public.  ,0
If only someone involved with it knew how to string together narrative!  ,0
"This gets a 1 out of 10, simply because there's nothing lower.  ",0
"This is one I did not have, but I watched it recently on Fox Movie Channel, and was very disappointed.  ",0
"I know he was a contract player with little control over his scripts, but the acting was as bad as the script.  ",0
"Victor McLaglen was even bad, and Brian DonLevy was almost unrecognizable.  ",0
"Considering the relations off screen between Taylor and Stanwyck, it was surprising how little chemistry there was on screen between the two of them.  ",0
But the premise of the film was so ridiculous: that the President of the U.S.  ,0
The death row scenes were entirely unmoving.  ,0
The only thing worse than Taylor's acting was Stanwyck's singing.  ,0
"Whatever the producer was going for, he missed entirely.  ",0
"A cheap and cheerless heist movie with poor characterisation, lots of underbite style stoic emoting (think Chow Yun Fat in A Better Tomorrow) and some cheesy clichés thrown into an abandoned factory ready for a few poorly executed flying judo rolls a la John Woo.  ",0
Even the squibs look awful.  ,0
At no point in the proceedings does it look remotely like America.  ,0
"The plot, such as it is, is so derivative and predictable that the ending is like a mercy killing.  ",0
The awful dialogue and hopeless overacting by everyone who gets shot top off a real waste of space and time.  ,0
"I was very uneasy with how bad this movie was, but not scared at all.  ",0
The dialogue is composed of things that make little sense.  ,0
"About 30 minutes of footage is wasted to show mediocre elderly actors awkwardly babbling overwrought pseudo-Satanic gibberish corny enough to make a teen Goth blush, almost always in Olde English, and sometimes in Latin that may or may not be made up words.  ",0
The directing is sloppy at best.  ,0
"Hackneyed writing, certainly, but made even worse by the bad directing.  ",0
"Of course, the acting is blah.  ",0
The acting by the whole cast could be put on a scale and balanced perfectly between overacting and underacting.  ,0
"And, FINALLY, after all that, we get to an ending that would've been great had it been handled by competent people and not Jerry Falwell.  ",0
"I particularly remember my senses being assaulted by strident cords of music that would blare out with very little warning, and even less meaning.  ",0
It is just the sort of pap that is screened in the afternoon to punish the unemployed for not having jobs.  ,0
About ten minutes into this film I started having second thoughts.  ,0
About half way through this film I started to dislike it.  ,0
"By the time the film ended, I not only disliked it, I despised it.  ",0
What this film lacks is a convincing script.  ,0
The script looks as if only a rough draft was written and shooting began before a finished script was completed.  ,0
"Things happen, characters personalities change, plot twists occur for no real reason other than that script calls for it.  ",0
This is probably the most irritating show I have ever seen in my entire life.  ,0
It is indescribably the most annoying and idiotic show I have ever seen.  ,0
Everything about it is just bad.  ,0
"I could not understand, what kind of idiot would produce this mess in the first place not to mention several season.  ",0
"The script is bad, very bad  it contains both cheesiness and unethical joke that you normally see in rated R or NC-17 movie.  ",0
"The casting is also horrible, cause all you see is a really really BAD Actors, period.  ",0
Final Word: This Show is a real torture!!  ,0
It is zillion times away from reality.  ,0
Watching washing machine twirling around wouldn't hurt your eyes as much as this show.  ,0
Rating: 0/10 (Grade: Z) Note: The Show Is So Bad That Even Mother Of The Cast Pull Her Daughter Out Of The Show.  ,0
20th Century Fox's ROAD HOUSE 1948) is not only quite a silly noir but is an implausible unmitigated bore of a movie.  ,0
"Full of unconvincing cardboard characters it is blandly written by Edward Chodorov, who also produced, and is surprisingly directed by Jean Negulesco from whom one would expect a great deal more.  ",0
From here on the Widmark character turns unintentionally comical!  ,0
His losing his marbles so early in the proceedings is totally implausible and unconvincing.  ,0
And if that isn't enough of a mess of a movie for you - the picture is also marred with a constant use of studio sets and indoor exteriors.  ,0
Whatever prompted such a documentary is beyond me!  ,0
(very serious spoilers) this movie was a huge disappointment.  ,0
there are so many problems i dont know where to start.  ,0
but the movie makes a lot of serious mistakes.  ,0
"first of all, there are enough racial stereotypes and racial jokes to offend everyone.  ",0
the movie is littered with overt racial slurs towards the black cast members and in return the whites are depicted as morons and boobs.  ,0
"putting the race card aside, lets look at the major flaw in the film: they destroy latifa's character.  ",0
there is no real plot.  ,0
i wouldnt see this movie again for free.  ,0
"The bipolarity of the ruthless thug (one minute a ruthless killer, the next minute a Luv's diaper commercial) is completely unconvincing.  ",0
"I'm terribly disappointed that this film would receive so many awards and accolades, especially when there are far more deserving works of film out there.  ",0
I don't think there are any redeeming qualities in this remake.  ,0
This may be the only bad film he ever made.  ,0
So bad...well...it's just bad.  ,0
"This movie is a solid example of a bad plot and a very, very bad idea all the way.  ",0
It's a shame to see good actors like Thomerson and James make a living in a mess like this.  ,0
I thought it was bad.  ,0
"Both films are terrible, but to the credit of the 1986 version, it was watchable.  ",0
"Let's start with all the problemsthe acting, especially from the lead professor, was very, very bad.  ",0
The script is a big flawed mess.  ,0
The best example of how dumb the writing is when it's established that you can turn the zombie-students back into humans by removing a necklace containing a piece of the meteorite.  ,0
"Director Paul Matthews, who also wrote/directed the weak 1995 monster movie ""Grim"", clearly doesn't know how to pace his films.  ",0
The movie is terribly boring in places.  ,0
The lighting is awful.  ,0
The film looks cheap and bland.  ,0
One of the most disappointing aspects is the lack of notable gore.  ,0
"This convention never worked well in the past, and certainly doesn't work here.  ",0
The visual effects were AWFUL.  ,0
The CG opening sequence in space looked like it could have been created on Microsoft Slideshow for God's sake!  ,0
"The ""explosion"" of the Gas tanks at the end was just as awful.  ",0
"To sum the film up, ""Breeders"" is a terrible, cheaply made horror movie that should be avoided like the Ebola virus.  ",0
Not recommended.  ,0
"He is almost unbearable to watch on screen, he has little to no charisma, and terrible comedic timing.  ",0
"Aside from it's terrible lead, this film has loads of other debits.  ",0
